Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
178,577517,1077517,10000.0,2025-08-14,1
179,656072,1156072,10000.0,2025-10-07,1
180,318287,818287,10000.0,2025-06-28,1
181,133616,633616,10000.0,2025-01-20,1
182,885879,1385879,10000.0,2025-05-07,1
183,575390,1075390,10000.0,2025-02-20,1
184,539322,1039322,10000.0,2025-06-21,1
185,89736,589736,10000.0,2025-10-28,1
186,116638,616638,10000.0,2025-02-27,1
187,893569,1393569,10000.0,2025-08-28,1
188,846169,1346169,10000.0,2025-07-07,1
189,334045,834045,10000.0,2025-02-20,1
190,687017,1187017,10000.0,2025-10-28,1
191,82740,582740,10000.0,2025-07-21,1
192,16371,516371,10000.0,2025-07-21,1
193,651460,1151460,10000.0,2025-01-13,1
194,314172,814172,10000.0,2025-05-21,1
195,328532,828532,10000.0,2025-05-21,1
196,257981,757981,10000.0,2025-05-21,1
197,958244,1458244,10000.0,2025-02-20,1
198,116291,616291,10000.0,2025-11-28,1
199,94865,594865,10000.0,2025-06-28,1
200,438586,938586,10000.0,2025-08-07,1
201,644172,1144172,10000.0,2025-05-14,1
202,904950,1404950,10000.0,2025-02-13,1
203,263046,763046,10000.0,2025-09-07,1
204,580535,1080535,10000.0,2025-05-07,1
205,87886,587886,10000.0,2025-10-21,1
206,305950,805950,10000.0,2025-07-21,1
207,37074,537074,10000.0,2025-08-21,1
208,668022,1168022,10000.0,2025-04-07,1
209,952168,1452168,10000.0,2025-10-07,1
210,253330,753330,10000.0,2025-10-21,1
211,58865,558865,10000.0,2025-07-21,1
212,770885,1270885,10000.0,2025-08-28,1
213,114019,614019,10000.0,2025-04-07,1
214,187718,687718,10000.0,2025-02-20,1
215,155550,655550,10000.0,2025-07-14,1
216,697425,1197425,10000.0,2025-09-21,1
217,984746,1484746,10000.0,2025-04-14,1
218,404216,904216,10000.0,2025-07-28,1
219,456607,956607,10000.0,2025-01-27,1
220,469965,969965,10000.0,2025-01-27,1
221,969591,1469591,10000.0,2025-09-07,1
222,144493,644493,10000.0,2025-05-21,1
223,530488,1030488,10000.0,2025-06-07,1
224,997780,1497780,10000.0,2025-01-27,1
225,476464,976464,10000.0,2025-03-14,1
226,282419,782419,10000.0,2025-11-21,1
227,81258,581258,10000.0,2025-09-28,1
228,848142,1348142,10000.0,2025-09-28,1
229,826920,1326920,10000.0,2025-01-13,1
230,404870,904870,10000.0,2025-10-14,1
231,115744,615744,10000.0,2025-08-28,1
232,124019,624019,10000.0,2025-11-28,1
233,181216,681216,10000.0,2025-07-21,1
234,882051,1382051,10000.0,2025-09-07,1
235,80420,580420,10000.0,2025-12-28,1
236,395097,895097,10000.0,2025-11-07,1
237,734852,1234852,10000.0,2025-10-07,1
238,728794,1228794,10000.0,2025-09-14,1
239,679498,1179498,10000.0,2025-11-07,1
240,373566,873566,10000.0,2025-08-21,1
241,111852,611852,10000.0,2025-05-14,1
242,160634,660634,10000.0,2025-07-28,1
243,925088,1425088,10000.0,2025-01-27,1
244,96917,596917,10000.0,2025-12-21,1
245,4461,504461,10000.0,2025-04-28,1
246,289056,789056,10000.0,2025-12-28,1
247,323638,823638,10000.0,2025-08-28,1
248,296428,796428,10000.0,2025-09-28,1
249,324437,824437,10000.0,2025-07-07,1
250,922060,1422060,10000.0,2025-09-07,1
251,166677,666677,10000.0,2025-01-13,1
252,616436,1116436,10000.0,2025-11-28,1
253,288301,788301,10000.0,2025-09-07,1
254,568933,1068933,10000.0,2025-10-21,1
255,128659,628659,10000.0,2025-07-14,1
256,306080,806080,10000.0,2025-10-21,1
257,912252,1412252,10000.0,2025-05-28,1
258,318112,818112,10000.0,2025-02-20,1
259,489447,989447,10000.0,2025-12-21,1
260,55669,555669,10000.0,2025-06-07,1
261,352194,852194,10000.0,2025-12-07,1
262,749736,1249736,10000.0,2025-07-21,1
263,230124,730124,10000.0,2025-10-28,1
264,973428,1473428,10000.0,2025-06-28,1
265,739939,1239939,10000.0,2025-07-28,1
266,794635,1294635,10000.0,2025-09-21,1
267,624098,1124098,10000.0,2025-06-07,1
268,420551,920551,10000.0,2025-08-14,1
269,730653,1230653,10000.0,2025-06-21,1
270,591637,1091637,10000.0,2025-05-28,1
271,773674,1273674,10000.0,2025-07-28,1
272,993886,1493886,10000.0,2025-12-14,1
273,290242,790242,10000.0,2025-04-21,1
274,960159,1460159,10000.0,2025-04-14,1
275,807278,1307278,10000.0,2025-03-28,1
276,486357,986357,10000.0,2025-06-14,1
277,642004,1142004,10000.0,2025-11-28,1
278,245245,745245,10000.0,2025-10-07,1
279,652003,1152003,10000.0,2025-04-14,1
280,746617,1246617,10000.0,2025-05-28,1
281,256366,756366,10000.0,2025-01-13,1
282,742413,1242413,10000.0,2025-03-21,1
283,156145,656145,10000.0,2025-07-21,1
284,493400,993400,10000.0,2025-12-07,1
285,992962,1492962,10000.0,2025-11-28,1
286,591483,1091483,10000.0,2025-07-14,1
287,376538,876538,10000.0,2025-08-21,1
288,924864,1424864,10000.0,2025-12-21,1
289,448324,948324,10000.0,2025-11-07,1
290,367049,867049,10000.0,2025-01-27,1
291,356773,856773,10000.0,2025-03-21,1
292,292756,792756,10000.0,2025-02-27,1
293,485305,985305,10000.0,2025-04-07,1
294,488414,988414,10000.0,2025-10-07,1
295,998801,1498801,10000.0,2025-11-21,1
296,647714,1147714,10000.0,2025-11-07,1
297,833663,1333663,10000.0,2025-03-14,1
298,510254,1010254,10000.0,2025-01-20,1
299,389932,889932,10000.0,2025-11-21,1
300,767621,1267621,10000.0,2025-12-28,1
301,128152,628152,10000.0,2025-09-07,1
302,705430,1205430,10000.0,2025-02-06,1
303,574573,1074573,10000.0,2025-09-28,1
304,302561,802561,10000.0,2025-10-14,1
305,465973,965973,10000.0,2025-02-13,1
306,173838,673838,10000.0,2025-02-06,1
307,345894,845894,10000.0,2025-03-28,1
308,895669,1395669,10000.0,2025-11-14,1
309,182154,682154,10000.0,2025-05-07,1
310,616176,1116176,10000.0,2025-01-06,1
311,187627,687627,10000.0,2025-01-06,1
312,726125,1226125,10000.0,2025-10-21,1
313,345650,845650,10000.0,2025-08-07,1
314,691687,1191687,10000.0,2025-03-28,1
315,802738,1302738,10000.0,2025-03-07,1
316,378498,878498,10000.0,2025-03-14,1
317,788064,1288064,10000.0,2025-11-07,1
318,53206,553206,10000.0,2025-01-13,1
319,913743,1413743,10000.0,2025-02-06,1
320,318546,818546,10000.0,2025-03-21,1
321,21709,521709,10000.0,2025-04-21,1
322,470345,970345,10000.0,2025-09-07,1
323,495871,995871,10000.0,2025-06-07,1
324,2767,502767,10000.0,2025-02-20,1
325,357002,857002,10000.0,2025-12-07,1
326,69485,569485,10000.0,2025-05-07,1
327,828090,1328090,10000.0,2025-01-27,1
328,971011,1471011,10000.0,2025-06-28,1
329,929996,1429996,10000.0,2025-11-07,1
330,915350,1415350,10000.0,2025-07-07,1
331,412846,912846,10000.0,2025-06-21,1
332,794233,1294233,10000.0,2025-05-28,1
333,339778,839778,10000.0,2025-12-28,1
334,77221,577221,10000.0,2025-08-07,1
335,185141,685141,10000.0,2025-02-06,1
336,70183,570183,10000.0,2025-10-28,1
337,723746,1223746,10000.0,2025-06-28,1
338,460173,960173,10000.0,2025-11-28,1
339,680941,1180941,10000.0,2025-03-14,1
340,401642,901642,10000.0,2025-06-14,1
341,302955,802955,10000.0,2025-02-27,1
342,609847,1109847,10000.0,2025-02-20,1
343,585039,1085039,10000.0,2025-01-06,1
344,838949,1338949,10000.0,2025-11-07,1
345,515815,1015815,10000.0,2025-02-13,1
346,362682,862682,10000.0,2025-08-07,1
347,256672,756672,10000.0,2025-06-07,1
348,55446,555446,10000.0,2025-11-28,1
349,82589,582589,10000.0,2025-03-28,1
350,434349,934349,10000.0,2025-04-28,1
351,650350,1150350,10000.0,2025-02-27,1
352,854500,1354500,10000.0,2025-06-28,1
353,556418,1056418,10000.0,2025-02-06,1
354,382173,882173,10000.0,2025-01-20,1
355,532363,1032363,10000.0,2025-09-28,1
356,189318,689318,10000.0,2025-03-21,1
357,552936,1052936,10000.0,2025-09-07,1
358,402359,902359,10000.0,2025-11-14,1
359,493751,993751,10000.0,2025-11-21,1
360,30736,530736,10000.0,2025-11-28,1
361,402699,902699,10000.0,2025-03-28,1
362,171392,671392,10000.0,2025-12-21,1
363,955787,1455787,10000.0,2025-01-27,1
364,952842,1452842,10000.0,2025-01-06,1
365,584461,1084461,10000.0,2025-05-14,1
366,333414,833414,10000.0,2025-08-21,1
367,528427,1028427,10000.0,2025-07-21,1
368,442869,942869,10000.0,2025-02-27,1
369,184247,684247,10000.0,2025-12-28,1
370,419093,919093,10000.0,2025-05-21,1
371,908675,1408675,10000.0,2025-04-21,1
372,114577,614577,10000.0,2025-02-13,1
373,358536,858536,10000.0,2025-03-14,1
374,289759,789759,10000.0,2025-07-07,1
375,330657,830657,10000.0,2025-03-21,1
376,634373,1134373,10000.0,2025-01-06,1
377,47092,547092,10000.0,2025-07-21,1
378,252538,752538,10000.0,2025-08-28,1
379,23918,523918,10000.0,2025-05-14,1
380,614196,1114196,10000.0,2025-05-07,1
381,580134,1080134,10000.0,2025-12-21,1
382,395978,895978,10000.0,2025-02-13,1
383,435146,935146,10000.0,2025-03-07,1
384,895916,1395916,10000.0,2025-10-21,1
385,702382,1202382,10000.0,2025-03-07,1
386,802914,1302914,10000.0,2025-11-07,1
387,549047,1049047,10000.0,2025-03-14,1
388,858033,1358033,10000.0,2025-03-21,1
389,589278,1089278,10000.0,2025-05-28,1
390,741539,1241539,10000.0,2025-01-27,1
391,774207,1274207,10000.0,2025-01-06,1
392,102675,602675,10000.0,2025-03-07,1
393,687584,1187584,10000.0,2025-07-07,1
394,304853,804853,10000.0,2025-02-27,1
395,365529,865529,10000.0,2025-07-14,1
396,458373,958373,10000.0,2025-10-14,1
397,800230,1300230,10000.0,2025-10-07,1
398,73203,573203,10000.0,2025-03-14,1
399,864222,1364222,10000.0,2025-11-28,1
400,227289,727289,10000.0,2025-01-27,1
401,933329,1433329,10000.0,2025-05-07,1
402,604028,1104028,10000.0,2025-08-14,1
403,623012,1123012,10000.0,2025-03-14,1
404,373898,873898,10000.0,2025-09-28,1
405,372038,872038,10000.0,2025-04-07,1
406,722476,1222476,10000.0,2025-05-21,1
407,38120,538120,10000.0,2025-10-14,1
408,455958,955958,10000.0,2025-11-07,1
409,937805,1437805,10000.0,2025-08-07,1
410,411833,911833,10000.0,2025-10-07,1
411,853354,1353354,10000.0,2025-10-07,1
412,869062,1369062,10000.0,2025-02-13,1
413,291046,791046,10000.0,2025-07-14,1
414,47367,547367,10000.0,2025-03-07,1
415,6916,506916,10000.0,2025-01-20,1
416,48991,548991,10000.0,2025-10-21,1
417,797203,1297203,10000.0,2025-03-28,1
418,617564,1117564,10000.0,2025-06-21,1
419,929756,1429756,10000.0,2025-09-21,1
420,623818,1123818,10000.0,2025-12-28,1
421,466937,966937,10000.0,2025-07-28,1
422,439538,939538,10000.0,2025-08-14,1
423,898493,1398493,10000.0,2025-03-07,1
424,470460,970460,10000.0,2025-06-07,1
425,557751,1057751,10000.0,2025-07-28,1
426,446984,946984,10000.0,2025-11-21,1
427,497603,997603,10000.0,2025-10-28,1
428,918438,1418438,10000.0,2025-11-28,1
429,120721,620721,10000.0,2025-04-14,1
430,346775,846775,10000.0,2025-02-06,1
431,526733,1026733,10000.0,2025-04-28,1
432,851408,1351408,10000.0,2025-05-14,1
433,763689,1263689,10000.0,2025-06-21,1
434,904256,1404256,10000.0,2025-04-28,1
435,268329,768329,10000.0,2025-08-21,1
436,84818,584818,10000.0,2025-03-21,1
437,423092,923092,10000.0,2025-09-07,1
438,567336,1067336,10000.0,2025-09-14,1
439,991971,1491971,10000.0,2025-05-07,1
440,267765,767765,10000.0,2025-10-28,1
441,428297,928297,10000.0,2025-05-21,1
442,5006,505006,10000.0,2025-10-14,1
443,538573,1038573,10000.0,2025-05-28,1
444,618670,1118670,10000.0,2025-09-28,1
445,363428,863428,10000.0,2025-05-14,1
446,109861,609861,10000.0,2025-08-21,1
447,869091,1369091,10000.0,2025-02-13,1
448,669703,1169703,10000.0,2025-12-28,1
449,741906,1241906,10000.0,2025-12-21,1
450,138317,638317,10000.0,2025-02-20,1
451,873968,1373968,10000.0,2025-09-14,1
452,718619,1218619,10000.0,2025-07-28,1
453,210831,710831,10000.0,2025-02-20,1
454,576153,1076153,10000.0,2025-12-28,1
455,861459,1361459,10000.0,2025-12-07,1
456,741655,1241655,10000.0,2025-10-28,1
457,31626,531626,10000.0,2025-08-07,1
458,519816,1019816,10000.0,2025-05-21,1
459,921402,1421402,10000.0,2025-11-07,1
460,9093,509093,10000.0,2025-11-28,1
461,763991,1263991,10000.0,2025-07-07,1
462,277985,777985,10000.0,2025-02-13,1
463,673041,1173041,10000.0,2025-02-06,1
464,835800,1335800,10000.0,2025-03-28,1
465,866215,1366215,10000.0,2025-09-14,1
466,422676,922676,10000.0,2025-08-28,1
467,312433,812433,10000.0,2025-12-14,1
468,96336,596336,10000.0,2025-02-20,1
469,955551,1455551,10000.0,2025-05-14,1
470,445964,945964,10000.0,2025-04-21,1
471,528943,1028943,10000.0,2025-11-14,1
472,912843,1412843,10000.0,2025-11-07,1
473,457812,957812,10000.0,2025-07-21,1
474,105518,605518,10000.0,2025-03-21,1
475,441351,941351,10000.0,2025-09-07,1
476,295681,795681,10000.0,2025-03-07,1
477,292279,792279,10000.0,2025-02-27,1
478,865216,1365216,10000.0,2025-07-21,1
479,413581,913581,10000.0,2025-07-07,1
480,66148,566148,10000.0,2025-05-21,1
481,20851,520851,10000.0,2025-01-13,1
482,397511,897511,10000.0,2025-12-21,1
483,518668,1018668,10000.0,2025-09-21,1
484,954316,1454316,10000.0,2025-09-14,1
485,481217,981217,10000.0,2025-09-21,1
486,573855,1073855,10000.0,2025-12-14,1
487,444808,944808,10000.0,2025-03-07,1
488,70974,570974,10000.0,2025-04-07,1
489,433637,933637,10000.0,2025-10-14,1
490,466407,966407,10000.0,2025-06-21,1
491,310367,810367,10000.0,2025-06-14,1
492,39964,539964,10000.0,2025-12-14,1
493,634737,1134737,10000.0,2025-09-14,1
494,414508,914508,10000.0,2025-05-28,1
495,201248,701248,10000.0,2025-12-14,1
496,604507,1104507,10000.0,2025-01-06,1
497,351666,851666,10000.0,2025-10-21,1
498,13381,513381,10000.0,2025-06-14,1
499,545621,1045621,10000.0,2025-07-14,1
500,226646,726646,10000.0,2025-10-14,1
501,669800,1169800,10000.0,2025-04-07,1
502,847776,1347776,10000.0,2025-01-06,1
503,567384,1067384,10000.0,2025-12-28,1
504,428419,928419,10000.0,2025-10-21,1
505,804667,1304667,10000.0,2025-05-14,1
506,932580,1432580,10000.0,2025-08-28,1
507,500000,1000000,10000.0,2025-04-28,1
508,940537,1440537,10000.0,2025-03-28,1
509,474614,974614,10000.0,2025-06-14,1
510,450660,950660,10000.0,2025-04-14,1
511,585182,1085182,10000.0,2025-01-06,1
512,311882,811882,10000.0,2025-08-07,1
513,623684,1123684,10000.0,2025-05-14,1
514,717326,1217326,10000.0,2025-08-28,1
515,821209,1321209,10000.0,2025-04-14,1
516,519681,1019681,10000.0,2025-08-07,1
517,266539,766539,10000.0,2025-06-07,1
518,976360,1476360,10000.0,2025-03-14,1
519,201702,701702,10000.0,2025-12-21,1
520,275066,775066,10000.0,2025-02-27,1
521,733769,1233769,10000.0,2025-07-28,1
522,810790,1310790,10000.0,2025-03-14,1
523,602489,1102489,10000.0,2025-08-14,1
524,566970,1066970,10000.0,2025-04-14,1
525,200145,700145,10000.0,2025-12-07,1
526,833247,1333247,10000.0,2025-04-07,1
527,682518,1182518,10000.0,2025-11-28,1
528,978956,1478956,10000.0,2025-06-07,1
529,843191,1343191,10000.0,2025-09-14,1
530,149632,649632,10000.0,2025-10-21,1
531,519236,1019236,10000.0,2025-07-14,1
532,425011,925011,10000.0,2025-11-14,1
533,146438,646438,10000.0,2025-12-28,1
534,482614,982614,10000.0,2025-04-14,1
535,799761,1299761,10000.0,2025-12-28,1
536,476463,976463,10000.0,2025-01-20,1
537,268431,768431,10000.0,2025-08-14,1
538,380966,880966,10000.0,2025-11-14,1
539,508445,1008445,10000.0,2025-06-14,1
540,8123,508123,10000.0,2025-05-28,1
541,710058,1210058,10000.0,2025-05-21,1
542,646493,1146493,10000.0,2025-08-28,1
543,64653,564653,10000.0,2025-09-21,1
544,880711,1380711,10000.0,2025-07-28,1
545,339612,839612,10000.0,2025-08-21,1
546,264424,764424,10000.0,2025-09-07,1
547,249150,749150,10000.0,2025-06-28,1
548,16132,516132,10000.0,2025-03-14,1
549,560756,1060756,10000.0,2025-01-20,1
550,96955,596955,10000.0,2025-09-14,1
551,764572,1264572,10000.0,2025-08-28,1
552,761532,1261532,10000.0,2025-01-27,1
553,17465,517465,10000.0,2025-02-27,1
554,329340,829340,10000.0,2025-03-21,1
555,823327,1323327,10000.0,2025-12-21,1
556,771663,1271663,10000.0,2025-10-28,1
557,222510,722510,10000.0,2025-09-14,1
558,66657,566657,10000.0,2025-06-07,1
559,589656,1089656,10000.0,2025-01-20,1
560,886470,1386470,10000.0,2025-12-28,1
561,283642,783642,10000.0,2025-08-14,1
562,477509,977509,10000.0,2025-08-28,1
563,1635,501635,10000.0,2025-11-14,1
564,257563,757563,10000.0,2025-10-28,1
565,380653,880653,10000.0,2025-01-13,1
566,727454,1227454,10000.0,2025-01-06,1
567,74714,574714,10000.0,2025-07-28,1
568,643054,1143054,10000.0,2025-11-28,1
569,548757,1048757,10000.0,2025-04-28,1
570,846227,1346227,10000.0,2025-08-07,1
571,48104,548104,10000.0,2025-02-13,1
572,937789,1437789,10000.0,2025-02-27,1
573,846075,1346075,10000.0,2025-11-21,1
574,20534,520534,10000.0,2025-12-07,1
575,291194,791194,10000.0,2025-10-14,1
576,57903,557903,10000.0,2025-12-21,1
577,401894,901894,10000.0,2025-02-20,1
578,452687,952687,10000.0,2025-02-13,1
579,126297,626297,10000.0,2025-03-14,1
580,933643,1433643,10000.0,2025-07-28,1
581,421244,921244,10000.0,2025-08-21,1
582,972825,1472825,10000.0,2025-05-14,1
583,152006,652006,10000.0,2025-04-21,1
584,994584,1494584,10000.0,2025-02-20,1
585,274635,774635,10000.0,2025-02-20,1
586,899894,1399894,10000.0,2025-03-28,1
587,968436,1468436,10000.0,2025-06-14,1
588,344903,844903,10000.0,2025-11-21,1
589,636191,1136191,10000.0,2025-08-21,1
590,73356,573356,10000.0,2025-06-28,1
591,405956,905956,10000.0,2025-10-14,1
592,920792,1420792,10000.0,2025-10-07,1
593,987723,1487723,10000.0,2025-11-07,1
594,557134,1057134,10000.0,2025-10-21,1
595,39556,539556,10000.0,2025-09-07,1
596,959847,1459847,10000.0,2025-02-27,1
597,443433,943433,10000.0,2025-06-21,1
598,31218,531218,10000.0,2025-01-20,1
599,870475,1370475,10000.0,2025-04-14,1
600,863808,1363808,10000.0,2025-08-14,1
601,243659,743659,10000.0,2025-05-14,1
602,503817,1003817,10000.0,2025-01-06,1
603,959510,1459510,10000.0,2025-04-07,1
604,798421,1298421,10000.0,2025-01-13,1
605,605523,1105523,10000.0,2025-02-20,1
606,250639,750639,10000.0,2025-01-13,1
607,322356,822356,10000.0,2025-07-14,1
608,761429,1261429,10000.0,2025-10-21,1
609,638419,1138419,10000.0,2025-02-27,1
610,871451,1371451,10000.0,2025-12-21,1
611,738261,1238261,10000.0,2025-06-21,1
612,777587,1277587,10000.0,2025-04-07,1
613,250621,750621,10000.0,2025-08-28,1
614,861458,1361458,10000.0,2025-01-06,1
615,131574,631574,10000.0,2025-09-21,1
616,721970,1221970,10000.0,2025-02-27,1
617,210254,710254,10000.0,2025-10-07,1
618,733840,1233840,10000.0,2025-10-14,1
